Timestamp,Direction,Price
2025-05-06 00:30:00,LONG,94725.74
2025-05-06 23:00:00,LONG,96259.94
2025-05-08 01:00:00,LONG,97770.0
2025-05-10 03:15:00,LONG,103105.3
2025-05-10 05:30:00,LONG,103182.14
2025-05-12 07:15:00,LONG,105600.0
2025-05-12 11:30:00,LONG,104378.73
2025-05-13 13:15:00,LONG,103549.89
